緯度,経度,color,color2
36.75870703,137.0875472,1,3
36.73474541,137.0655861,2,3
36.7788901,137.0765835,4,3
36.75353839,137.1168786,1,3
36.73191031,137.0530399,4,3
36.72116298,137.0999139,2,3
36.76920399,137.071428,3,3
36.7060705,137.0782301,2,3
36.71962456,137.0917738,0,3
36.73517511,137.0711368,2,3
36.75805382,137.0950271,1,3
36.75594921,137.0682942,4,3
36.72515342,137.094326,2,3
36.74726688,137.0853498,4,3
36.77645987,137.075364,0,3
36.74073041,137.1411184,1,3
36.77174958,137.0691265,1,3
36.71507118,137.1181333,2,3
36.77047425,137.0783684,4,3
36.73116979,137.0726548,2,3
36.69761607,137.1078349,4,3
36.72720107,137.1415874,2,3
36.72112518,137.0743616,2,3
36.69665662,137.0811952,2,3
36.72383188,137.0682652,2,3
36.71918247,137.0911614,3,3
36.75658897,137.0668051,0,3
36.69442428,137.0903768,2,3
36.73503901,137.0650697,2,3
36.71737891,137.0911425,3,3
36.72564345,137.1413137,2,3
36.71800043,137.1184986,1,3
36.72440307,137.0838411,2,3
36.75510136,137.0914072,2,3
36.70538663,137.0466502,4,3
36.70267998,137.1143046,0,3
36.76940283,137.0799047,0,3
36.72762623,137.1269039,4,3
36.71364059,137.0884647,0,3
36.73515431,137.043581,2,3
36.71506199,137.089705,3,3
36.78191962,137.0741322,1,3
36.72843785,137.1256798,1,3
36.70522854,137.0475191,4,3
36.72630975,137.1330849,4,3
36.74277121,137.0598834,1,3
36.71270609,137.03699,1,3
36.71842321,137.1142459,2,3
36.76922104,137.0867216,3,3
36.75087901,137.1171997,4,3
36.69757012,137.1221797,4,3
36.72152702,137.0929648,2,3
36.73579631,137.1215898,1,3
36.73577409,137.0404488,2,3
36.71956464,137.0732826,1,3
36.74884268,137.0923227,4,3
36.69660108,137.0708752,0,3
36.77379746,137.1220087,2,3
36.7020755,137.1108909,2,3
36.71839254,137.0820353,4,3
36.71828864,137.0922196,1,3
36.69669213,137.0821781,2,3
36.71628223,137.1098921,2,3
36.70454832,137.0964998,3,3
36.73147138,137.0539391,2,3
36.75132497,137.084662,2,3
36.76899213,137.0786204,0,3
36.77705453,137.0883143,1,3
36.75559251,137.1537112,2,3
36.73471424,137.0490943,2,3
36.7424319,137.1182334,1,3
36.75624203,137.0688763,1,3
36.72819039,137.0489342,2,3
36.76288715,137.1515183,1,3
36.70623547,137.0791603,0,3
36.70461916,137.0964123,3,3
36.75358758,137.0682221,1,3
36.76355818,137.0906118,0,3
36.69654392,137.0773472,4,3
36.71954309,137.0924166,0,3
36.77733823,137.0762517,4,3
36.69713995,137.0772478,4,3
36.70997614,137.0300302,2,3
36.72954818,137.0832387,0,3
36.71676598,137.0909683,0,3
36.71670562,137.0825006,3,3
36.75622034,137.0860469,0,3
36.72993412,137.0756273,2,3
36.76197576,137.1049767,2,3
36.77376532,137.1219487,2,3
36.72482596,137.0976041,2,3
36.69760206,137.1225744,4,3
36.7188972,137.1281611,2,3
36.74981197,137.0898561,0,3
36.74040691,137.054085,2,3
36.77998581,137.1041312,2,3
36.77829693,137.0677907,2,3
36.72641992,137.0847353,2,3
36.74083334,137.1393013,2,3
36.73405869,137.1192161,4,3
36.75116296,137.1313519,0,3
36.72641466,137.0846568,2,3
36.72586282,137.1416267,0,3
36.75760172,137.0739004,2,3
36.76932953,137.0655629,2,3
36.69638576,137.1219336,2,3
36.72210446,137.0959023,1,3
36.71514984,137.0906356,3,3
36.75451757,137.1533824,2,3
36.69841142,137.095717,0,3
36.76598578,137.0697968,2,3
36.70204712,137.1110886,2,3
36.69726339,137.1054628,4,3
36.74087423,137.0678463,1,3
36.7261391,137.1395449,4,3
36.72297317,137.0883731,2,3
36.70216484,137.114552,2,3
36.75558082,137.0692916,4,3
36.72785949,137.0489905,2,3
36.75751435,137.0739796,2,3
36.71457102,137.099815,2,3
36.72517831,137.0819927,2,3
36.69932503,137.0586847,2,3
36.69674764,137.0847132,4,3
36.75816033,137.1437318,2,3
36.73454821,137.0398764,2,3
36.7190238,137.107369,2,3
36.71160145,136.9361018,2,3
36.67326119,136.9949746,2,3
36.74327578,137.0166355,0,3
36.73224912,136.9683412,1,3
36.75815157,137.0381588,1,3
36.68641837,136.9770558,2,3
36.7417402,136.9880484,0,3
36.74429315,136.9908017,4,3
36.77405009,137.0443024,2,3
36.75699741,137.0187975,2,3
36.68647576,136.9764765,4,3
36.73894814,137.0061849,4,3
36.76323479,137.0316335,4,3
36.74122071,137.0056659,2,3
36.73850036,137.001488,2,3
36.77448961,137.0394078,4,3
36.7563194,137.0285083,0,3
36.67964426,136.968916,1,3
36.74344392,137.015376,0,3
36.74610734,137.0119913,4,3
36.69003038,136.9388454,2,3
36.77385221,137.0448772,2,3
36.77271827,137.0385696,4,3
36.72505535,136.9970528,4,3
36.73914729,137.0008773,4,3
36.73515149,136.9820971,3,3
36.73659833,136.9698547,0,3
36.72783894,137.0117182,0,3
36.77222597,137.0204163,2,3
36.77526436,137.0372699,0,3
36.75598666,137.0252901,2,3
36.7976342,137.0511339,1,3
36.75715368,137.0003834,4,3
36.76054777,137.0025209,4,3
36.7227918,136.9522031,2,3
36.69309091,136.9495541,2,3
36.72312731,137.0142157,3,3
36.69833313,136.9847277,2,3
36.74617844,137.0362593,2,3
36.74689183,137.0368746,4,3
36.75075727,137.0332533,0,3
36.72975027,137.0198936,4,3
36.75207098,136.9973651,4,3
36.72292411,137.0164582,3,3
36.7361043,137.0381182,1,3
36.69304316,136.9911048,2,3
36.76239347,137.0135751,0,3
36.75993307,137.0443399,2,3
36.74804881,137.0326303,2,3
36.73873674,137.0091886,4,3
36.76009879,137.0430538,2,3
36.73623134,136.970835,4,3
36.76538636,137.0341088,4,3
36.7252684,137.0148601,4,3
36.71568933,136.9421209,2,3
36.73122905,137.0331715,1,3
36.68968024,136.9564487,2,3
36.73721178,137.0201045,4,3
36.76110031,137.0147787,1,3
36.74656545,136.996064,2,3
36.69127594,136.9985435,2,3
36.73838733,137.0273782,2,3
36.74837389,137.0096221,4,3
36.76036716,137.0143218,1,3
36.75210949,137.0155016,2,3
36.71560302,137.0185753,0,3
36.68457792,136.9648481,0,3
36.75541782,136.9994751,4,3
36.69845134,136.9844116,4,3
36.73383853,137.0158659,0,3
36.67725474,136.9959234,2,3
36.75082987,137.0269979,0,3
36.75622343,137.04413,1,3
36.69821601,136.9842047,4,3
36.77847572,136.9979558,4,3
36.76295319,137.0314436,4,3
36.73642791,137.02466,2,3
36.73767391,137.0330643,4,3
36.75508559,136.9966021,4,3
36.73894746,136.9987913,4,3
36.75940093,137.0098976,0,3
36.6843138,136.9568595,0,3
36.76178202,137.0434204,4,3
36.75096174,137.0333986,0,3
36.74662279,137.02955,4,3
36.81807149,137.025815,2,3
36.75515174,137.0175558,3,3
36.7161014,137.0173242,0,3
36.7516995,137.0236853,3,3
36.73064967,136.9914609,3,3
36.723008,137.0141468,3,3
36.68710906,137.0270295,2,3
36.76368774,137.0444485,4,3
36.72577404,136.9869261,3,3
36.76066987,136.9747065,2,3
36.71009826,136.9888389,4,3
36.75339366,136.9982624,4,3
36.75225722,137.0089158,1,3
36.73596852,136.9701066,4,3
36.77441606,137.0410005,2,3
36.73843866,136.9769478,4,3
36.75865347,137.0055571,3,3
36.77605669,137.039109,0,3
36.68337428,136.9717935,2,3
36.70891358,136.9295983,2,3
36.75601693,137.0098373,1,3
36.75383442,137.0252269,2,3
36.6865053,136.9775687,2,3
36.72477773,136.9551981,2,3
36.70574189,136.9713429,1,3
36.69433348,136.9940132,0,3
36.71648729,137.0027125,2,3
36.74622927,137.03664,4,3
36.74461632,137.0097397,2,3
36.76389747,137.0064438,0,3
36.71017105,136.9888535,4,3
36.72367504,137.0189891,0,3
36.76093751,137.0431765,4,3
36.76150891,137.0117395,4,3
36.73718299,137.0327389,4,3
36.75450607,137.0194196,0,3
36.76553684,136.993977,2,3
36.73175233,136.9917228,0,3
36.75541738,136.9995056,4,3
36.74586527,137.0429729,0,3
36.74489506,137.0386561,2,3
36.74958686,137.0258811,2,3
36.76594168,136.9927721,0,3
36.7390863,137.0008166,4,3
36.72373504,137.0190367,4,3
36.72877667,137.0010087,3,3
36.79043453,137.0578544,2,3
36.7554461,137.0370609,1,3
36.74936182,137.0255203,2,3
36.7706521,137.0380134,0,3
36.71934374,136.9924827,4,3
36.76066835,137.0212581,4,3
36.73675308,137.0203401,4,3
36.75275271,137.003214,0,3
36.73551974,137.0259456,2,3
36.74906251,137.0296755,2,3
36.7792342,137.0584195,2,3
36.74210324,137.0060024,2,3
36.71042362,136.9095174,2,3
36.74366323,137.0177465,4,3
36.72280401,136.9307913,2,3
36.73838716,136.9772632,4,3
36.7476124,137.0334243,2,3
36.69334369,136.9807841,4,3
36.77474174,137.0395012,4,3
36.70552425,136.9231859,2,3
36.72191989,137.0201081,2,3
36.74843365,137.0163661,4,3
36.71504491,137.0201134,2,3
36.68923699,136.9768351,4,3
36.68686672,137.0211604,2,3
36.72592066,136.956827,2,3
36.76420556,137.0444963,0,3
36.7476801,137.0300564,4,3
36.77344697,137.0481044,2,3
36.74187716,136.9854469,4,3
36.75417957,136.9987599,4,3
36.77560021,137.0396501,4,3
36.7248547,137.0044259,1,3
36.72753991,137.0001006,0,3
36.68555072,136.9977611,3,3
36.68285719,136.9802846,2,3
36.74562972,136.9879123,2,3
36.7606367,137.0213767,0,3
36.74963407,137.0080535,4,3
36.75863477,137.026825,1,3
36.76079257,137.0209579,4,3
36.73420248,136.9992422,1,3
36.71018567,136.988819,4,3
36.7720352,136.991708,1,3
36.71658573,136.9911638,4,3
36.69526684,136.999933,2,3
36.74807981,137.01462,1,3
36.76163898,137.0048254,4,3
36.72220064,136.9513806,2,3
36.75445244,137.0280597,2,3
36.75719608,137.0088146,3,3
36.77359596,137.0258237,3,3
36.73688716,136.9730846,4,3
36.71655646,137.0169201,4,3
36.68664413,136.988119,3,3
36.76167117,137.0051217,4,3
36.71693277,137.0144961,0,3
36.71417686,137.0212874,2,3
36.68547493,136.998064,3,3
36.71847525,136.9257675,2,3
36.73682343,137.0347859,2,3
36.76898605,136.9693285,2,3
36.75965219,137.0044399,3,3
36.74196033,136.9878454,0,3
36.71754857,137.0115869,0,3
36.72871731,137.0009468,3,3
36.71612506,137.0173456,0,3
36.73878858,136.9782602,4,3
36.68664687,137.0204141,2,3
36.74208879,137.0061727,2,3
36.73768616,136.970064,1,3
36.72484985,136.955339,2,3
36.73697298,137.0335527,2,3
36.67418793,136.9771674,4,3
36.7365476,137.0023271,1,3
36.75771882,137.0398693,1,3
36.73796374,136.9761225,0,3
36.77507758,137.0363138,0,3
36.72432558,137.0147513,0,3
36.71814578,137.0175897,4,3
36.72280203,136.9522554,2,3
36.72983034,136.9913785,2,3
36.71041379,136.9481213,2,3
36.68537295,137.0240778,2,3
36.67842176,136.9613435,2,3
36.74790338,137.0041946,3,3
36.75427521,137.0275403,0,3
36.70270046,136.9859821,4,3
36.74472764,137.0097789,2,3
36.75433525,137.0282989,2,3
36.75994571,137.0425482,4,3
36.7571253,136.9816923,2,3
36.72745685,137.0168198,4,3
36.73854196,137.0202873,0,3
36.71422329,137.0212763,2,3
36.69615189,136.9248472,2,3
36.74222497,137.0065668,2,3
36.73117569,137.0200575,4,3
36.69620407,137.0001735,2,3
36.74566496,137.0375201,2,3
36.72823333,137.0276123,2,3
36.75992549,137.0339027,4,3
36.73735512,137.0301878,2,3
36.75427446,137.0198352,3,3
36.80049492,137.055888,1,3
36.74777192,136.9805456,2,3
36.72865393,137.0303588,1,3
36.7540534,137.0283999,0,3
36.74397239,137.0418972,2,3
36.74986516,137.0182834,0,3
36.75219603,137.0089606,1,3
36.76086309,137.0191016,4,3
36.77402892,137.0374114,1,3
36.71909004,137.005062,1,3
36.76215463,137.0305409,4,3
36.74474293,137.0358792,4,3
36.70503773,136.9726328,2,3
36.77210531,137.0540402,2,3
36.7603751,137.0427451,4,3
36.72696548,137.0274391,4,3
36.74336615,137.042855,2,3
36.68323478,136.9774586,0,3
36.77013172,137.0098015,3,3
36.74065044,137.004956,2,3
36.74014728,137.0042001,2,3
36.73169346,136.9774301,2,3
36.75056469,136.987415,2,3
36.74954516,137.0176822,4,3
36.75548394,137.0370975,1,3
36.73438108,136.966858,4,3
36.68400761,136.9514268,3,3
36.73045443,136.978777,3,3
36.77611234,137.0391188,0,3
36.74356047,137.0084422,2,3
36.74930831,137.0424174,1,3
36.75948682,137.0177305,2,3
36.70500622,136.9726924,2,3
36.78479602,136.9998907,4,3
36.75207137,137.0201804,4,3
36.71906605,137.005811,1,3
36.73868939,137.0101232,4,3
36.71588465,136.9417798,0,3
36.68686884,136.9810687,2,3
36.7348409,137.0206465,4,3
36.75949209,137.0402293,0,3
36.77084668,137.0011187,4,3
36.75650791,137.0001719,0,3
36.77937007,137.0001007,4,3
36.68663969,137.0213555,2,3
36.79446884,137.063171,2,3
36.70328317,136.9549094,2,3
36.72750358,137.0163163,4,3
36.7650443,137.0335407,4,3
36.72879885,137.0010164,0,3
36.72778228,136.9684945,2,3
36.78571576,136.9999388,0,3
36.74244524,137.0158165,1,3
36.75557344,136.9973494,0,3
36.77361801,137.0472619,2,3
36.71587597,137.0111216,2,3
36.72698749,136.9615287,1,3
36.72419633,137.0190678,4,3
36.73593166,137.0154694,4,3
36.75918941,137.0270917,4,3
36.75655691,136.9999905,4,3
36.70631242,137.0055479,1,3
36.7286706,137.0019147,3,3
36.74689188,137.0349557,2,3
36.75889313,137.0421147,4,3
36.66040553,136.9954854,2,3
36.74944438,137.0378555,4,3
36.81478592,137.0419396,2,3
36.70413371,136.9794627,2,3
36.72343252,137.0157413,0,3
36.73735257,137.0310591,2,3
36.76042076,137.0026397,4,3
36.78979763,137.0538406,3,3
36.75129214,137.0042786,2,3
36.72692002,137.0215612,4,3
36.77019813,137.0107395,3,3
36.73166591,136.9777468,1,3
36.7733642,137.050875,2,3
36.72940572,137.0034753,1,3
36.76180854,137.0302358,4,3
36.7525504,137.0392936,4,3
36.77053873,137.0012659,4,3
36.71718242,136.9442105,2,3
36.72778043,136.9685538,2,3
36.75819883,137.0262119,4,3
36.76132329,137.0143696,4,3
36.747359,136.8761165,2,3
36.74904589,137.0296208,2,3
36.73539843,136.9986476,1,3
36.6667235,136.9731143,4,3
36.73923896,137.003656,2,3
36.75205505,136.9973454,4,3
36.68394788,136.9501079,3,3
36.74092121,136.9834857,4,3
36.72353169,136.9937698,1,3
36.74292587,137.0159651,4,3
36.75307728,137.0217117,3,3
36.74776809,137.0103924,4,3
36.72115444,136.9499666,2,3
36.73457417,136.9748318,2,3
36.72718332,137.0196993,4,3
36.73038862,136.9919642,3,3
36.67892075,136.9762091,4,3
36.77351158,137.0249293,3,3
36.74936166,137.0252211,3,3
36.78975785,137.0538011,3,3
36.76178588,137.0083061,4,3
36.72324212,136.9926881,1,3
36.76018194,137.0284423,4,3
36.74247485,136.9866502,4,3
36.68202126,136.9522628,2,3
36.71585622,136.9427918,2,3
36.74072195,137.0049361,2,3
36.71470625,136.9762804,2,3
36.71751631,137.0122267,0,3
36.75761263,137.04198,0,3
36.76140685,137.0040312,4,3
36.72707494,137.0197092,4,3
36.77635205,136.9997788,4,3
36.72523174,136.9878416,3,3
36.71906053,137.0046162,2,3
36.77655754,137.0400094,4,3
36.77182735,137.0178592,3,3
36.75295764,137.0209117,4,3
36.77336459,137.0514793,2,3
36.72460565,136.9775687,2,3
36.72232911,136.995841,2,3
36.68518866,136.9673011,0,3
36.76131562,137.014836,4,3
36.74480377,137.0239579,2,3
36.76070132,137.042999,4,3
36.75235871,137.0203046,4,3
36.75796735,137.0077751,0,3
36.73775442,137.0293079,2,3
36.74594754,137.0121769,4,3
36.72705604,136.9581073,2,3
36.7376016,137.0155456,4,3
36.79132535,137.0566528,1,3
36.7380099,136.976697,0,3
36.70008868,137.0008638,2,3
36.74466214,136.992369,1,3
36.68665321,137.0210764,2,3
36.73690271,136.9728673,4,3
36.81517013,137.0412769,2,3
36.71805457,136.9679101,2,3
36.71325797,136.9385019,2,3
36.70567457,136.9234965,2,3
36.74297562,136.9871598,3,3
36.71021084,136.9316108,1,3
36.73611143,137.0029184,0,3
36.69878478,136.9818075,1,3
36.75054802,136.9964906,4,3
36.72201802,136.9925853,1,3
36.76114046,137.0184293,0,3
36.74702897,137.0282287,1,3
36.76059537,137.0024615,0,3
36.7767481,136.9558757,1,3
36.75902242,137.001712,1,3
36.73964016,136.9802542,4,3
36.8151554,137.0350335,2,3
36.72719169,136.9582499,2,3
36.76292799,137.0317192,1,3
36.75955006,137.0274721,4,3
36.70195561,136.9159106,1,3
36.75376933,137.0445614,1,3
36.74305171,137.0180145,3,3
36.76053748,137.0419786,2,3
36.76076302,137.0224097,0,3
36.7611421,137.0148991,4,3
36.70613584,136.9245635,2,3
36.74920713,137.025184,3,3
36.79163864,137.0428323,1,3
36.72459415,136.9969846,2,3
36.77651901,136.9999652,0,3
36.75950872,137.0470531,1,3
36.75372739,136.998378,4,3
36.73622335,137.0398659,2,3
36.74416077,136.9907334,4,3
36.75236666,137.0203046,4,3
36.75847718,137.0031312,1,3
36.7478779,137.0157428,1,3
36.74903348,137.0300019,2,3
36.71367607,136.9641809,1,3
36.75343651,137.001124,4,3
36.73765751,137.0330464,4,3
36.74177805,137.0119105,4,3
36.73170428,136.9504771,2,3
36.7285974,137.0299807,0,3
36.74135274,137.0343816,0,3
36.80102366,137.0515312,0,3
36.78754191,137.052103,3,3
36.76963996,136.9981465,2,3
36.7319103,136.97775,1,3
36.686683,137.020739,2,3
36.78860826,137.0002979,0,3
36.79366507,137.0017205,2,3
36.75888462,136.9655013,2,3
36.7418982,136.9993285,2,3
36.73868192,137.0128292,4,3
36.68721508,136.9805896,2,3
36.77752131,137.0540507,0,3
36.73169329,136.9892003,3,3
36.74536621,137.0110597,2,3
36.69918643,136.9835909,1,3
36.67406291,136.9777569,2,3
36.76047617,137.0024716,4,3
36.73864077,137.0221844,4,3
36.69989446,136.9135531,2,3
36.75332739,136.9983056,0,3
36.76107848,137.0034095,4,3
36.73264115,136.9626368,3,3
36.74902121,137.0135478,2,3
36.77385314,137.0383633,1,3
36.73674267,136.9987853,1,3
36.7403296,137.0036743,1,3
36.79335153,137.0018749,4,3
36.68682652,136.9825015,2,3
36.67428099,136.9778389,2,3
36.73719908,137.032384,2,3
36.7301701,136.9533085,2,3
36.68367159,137.0214767,2,3
36.73960779,136.9806834,0,3
36.74265106,136.9874851,4,3
36.71746771,137.0173746,4,3
36.67256937,136.9947196,3,3
36.71629969,136.991217,4,3
36.68676405,136.9833895,2,3
36.68655988,137.0200868,2,3
36.75986637,137.0426867,4,3
36.75608369,136.994196,4,3
36.67793353,136.9765684,0,3
36.75498044,136.9970937,4,3
36.70637981,136.9248009,2,3
36.75069928,137.0240851,3,3
36.72523842,136.9972301,4,3
36.7483887,137.0376979,1,3
36.74764403,137.0149328,4,3
36.75848956,137.026305,4,3
36.72906297,137.0228187,2,3
36.73964453,136.9803559,4,3
36.73342623,137.0201559,0,3
36.74707602,136.9987578,1,3
36.74656005,136.9941601,4,3
36.72488381,137.0177884,2,3
36.75432263,136.9987497,4,3
36.74904836,137.0303594,2,3
36.72752617,136.998865,4,3
36.67187631,136.9769974,4,3
36.72741375,137.016744,4,3
36.72497926,136.9649157,2,3
36.73870723,137.0185108,4,3
36.73374528,136.9852177,2,3
36.73706761,137.0326206,4,3
36.74406131,137.0187654,3,3
36.71255134,136.9377057,2,3
36.7420515,137.0059546,2,3
36.74295281,136.9438774,2,3
36.74952379,137.0026137,3,3
36.71619435,136.9426848,2,3
36.73634608,137.0323265,4,3
36.69801592,136.9868869,2,3
36.771202,137.0151051,3,3
36.76071378,137.0026844,4,3
36.73906702,136.9823967,1,3
36.6896343,136.9567952,0,3
36.72766714,137.0137042,4,3
36.73866685,137.0149717,4,3
36.74749465,137.0336215,2,3
36.72106682,136.9988145,1,3
36.73510455,137.0032297,4,3
36.75653654,136.9918517,1,3
36.76102912,137.0183801,4,3
36.7257886,137.0120265,3,3
36.76545281,137.0058193,4,3
36.76092409,137.0195565,4,3
36.73540838,136.9843971,1,3
36.75195343,137.0045004,4,3
36.74260873,137.0349704,4,3
36.73932483,137.0092701,1,3
36.75311718,137.0262187,2,3
36.76986861,137.0377712,0,3
36.74394374,137.0090489,2,3
36.73699861,136.973193,4,3
36.75848083,137.0010648,0,3
36.66908777,136.9752845,4,3
36.74204152,137.0092877,1,3
36.76112308,137.0147152,0,3
36.72870808,137.0000311,4,3
36.76123191,137.029658,0,3
36.72327163,137.014231,3,3
36.75787635,137.0139873,1,3
36.68436648,137.0088039,2,3
36.71720156,137.0138304,2,3
36.73922252,136.9795711,4,3
36.74380321,137.0427594,2,3
36.79376417,137.002154,2,3
36.76132008,137.0147157,4,3
36.73835666,137.013797,0,3
36.68745516,137.034428,2,3
36.75539147,136.9993649,4,3
36.73994986,137.0266307,1,3
36.75776398,137.0398691,1,3
36.71663185,137.0163373,2,3
36.73921571,137.0035961,4,3
36.73867706,137.0170084,4,3
36.7386138,137.0088832,0,3
36.74577196,137.0086281,2,3
36.74721798,137.0371407,4,3
36.74250155,137.0151157,4,3
36.75439108,137.0223113,4,3
36.74634209,137.0380819,1,3
36.75868988,137.002768,0,3
36.68622574,136.9734754,0,3
36.74326424,136.9958713,0,3
36.7397485,136.9808354,4,3
36.77317703,137.0546955,2,3
36.74001949,136.9814123,4,3
36.73459492,136.9355201,2,3
36.73532086,136.9682589,4,3
36.68551368,137.0158424,2,3
36.770844,137.001147,4,3
36.75583131,137.0199134,1,3
36.76022152,137.002245,4,3
36.74490276,137.0134602,1,3
36.73869964,137.0101553,4,3
36.68656649,136.9766254,4,3
36.72488484,136.993996,1,3
36.7539866,137.0288429,2,3
36.75322855,137.0213627,4,3
36.67875498,136.9874549,1,3
36.71807638,136.9847346,2,3
36.71896253,137.005673,1,3
36.67647239,136.9767975,4,3
36.75199511,136.9975181,0,3
36.74350305,137.0150601,1,3
36.7415188,136.9848846,4,3
36.77619658,137.0398745,4,3
36.67724178,136.9765224,4,3
36.72111258,137.024156,2,3
36.7530266,136.9979726,4,3
36.70594809,136.9913154,2,3
36.82445416,136.9667834,2,3
36.82537846,137.0092097,2,3
36.83904553,136.9839754,1,3
36.80494984,137.0009444,2,3
36.79566122,136.9987429,0,3
36.86076638,136.9706125,2,3
36.82056276,136.9948192,4,3
36.85595753,136.8719283,1,3
36.84935823,136.9790411,4,3
36.85092483,136.9783888,2,3
36.88761827,136.9780718,2,3
36.79959125,137.0028173,2,3
36.83717043,136.9881075,0,3
36.8510578,136.9900591,2,3
36.86996048,136.97402,1,3
36.83114208,136.9917837,0,3
36.81754526,136.9757208,2,3
36.85687195,136.976164,4,3
36.88352912,136.9899267,4,3
36.95051149,137.0391242,2,3
36.85158394,136.9780411,2,3
36.83073479,137.0124829,2,3
36.85015665,136.9785974,4,3
36.84175655,136.9841747,4,3
36.82851873,137.0040194,3,3
36.81231371,136.9150515,2,3
36.91034042,137.0174491,2,3
36.82445241,136.9947761,0,3
36.85119022,136.9750213,2,3
36.84559938,136.996565,2,3
36.83204289,136.9914169,4,3
36.80412705,136.9308275,2,3
36.84993451,136.9877515,2,3
36.8238263,136.9948074,4,3
36.80186523,136.939254,2,3
36.83711867,136.9884277,0,3
36.86142974,136.9595031,2,3
36.81042768,136.9604047,2,3
36.85455885,136.9903548,2,3
36.84409399,136.976216,0,3
36.82409295,136.9967818,2,3
36.83402941,136.9883122,1,3
36.85340352,136.9876041,2,3
36.86138625,136.9545948,2,3
36.93360287,137.0271933,2,3
36.83199542,136.9915653,4,3
36.86024497,136.9755935,0,3
36.89974858,137.011308,2,3
36.85053568,136.9785678,4,3
36.81812442,136.9950873,0,3
36.85037234,136.9845326,2,3
36.85883844,136.9831965,0,3
36.82593093,136.9521668,1,3
36.79973553,137.0028188,2,3
36.86043364,136.9757309,4,3
36.61270951,136.9649721,4,3
36.64701862,136.9581608,1,3
36.61283269,136.9655411,2,3
36.65846103,136.9702942,0,3
36.63126677,136.946731,2,3
36.64638941,136.9606959,4,3
36.65700681,136.9687626,0,3
36.63768852,137.0252724,2,3
36.61684809,136.9397009,4,3
36.64868543,137.0042055,2,3
36.64163355,136.9501029,2,3
36.63799031,136.9546155,1,3
36.64859202,136.9577217,2,3
36.61469263,136.9901525,2,3
36.58398278,136.9840151,2,3
36.61781401,136.9458498,2,3
36.64298935,136.9452684,4,3
36.61491801,136.989593,2,3
36.65341275,136.9431422,2,3
36.68039075,136.9303914,2,3
36.62751623,136.9343696,2,3
36.63388246,136.9754071,2,3
36.66482392,136.9317069,2,3
36.65090512,136.9433126,2,3
36.58886273,136.9652665,3,3
36.64802288,136.9612735,2,3
36.6518233,136.9645309,4,3
36.63234754,136.9567271,4,3
36.65575889,136.9675031,4,3
36.64353806,136.9582753,2,3
36.63911088,136.9587404,4,3
36.63668924,136.9640081,2,3
36.65038422,136.9279677,3,3
36.63726865,136.9430221,2,3
36.61284136,136.9651366,4,3
36.63025544,136.9623224,1,3
36.64576601,137.0354317,2,3
36.63769133,137.0295027,4,3
36.63682022,136.9736933,2,3
36.62793374,136.9575973,4,3
36.63942097,136.9588185,4,3
36.6119846,136.9648968,0,3
36.62696468,137.012243,0,3
36.62178445,136.9230539,3,3
36.62245324,136.9426704,4,3
36.63700855,137.0192142,2,3
36.65282054,136.9653336,4,3
36.57620854,136.9849376,3,3
36.64483991,136.9664844,2,3
36.63642038,136.9586494,1,3
36.6366022,136.9581066,4,3
36.64341027,136.9621538,1,3
36.63884148,136.9586867,4,3
36.6156537,136.9829633,2,3
36.65038162,136.9335931,2,3
36.62556233,136.9863712,2,3
36.65946644,136.9834159,1,3
36.63976571,136.9585832,0,3
36.64208824,136.9597622,4,3
36.57367089,136.9803609,4,3
36.65946758,136.9664068,2,3
36.62057157,136.9391027,4,3
36.66130936,136.9403102,2,3
36.62997808,136.9865958,2,3
36.62216972,136.9411932,2,3
36.63228973,136.9796579,2,3
36.64596102,136.9847057,1,3
36.63094021,137.0203498,2,3
36.6273069,137.0099443,2,3
36.64540921,136.9531653,2,3
36.6385934,136.9448369,4,3
36.6424044,136.9432431,0,3
36.63960203,136.9740218,2,3
36.64808234,136.9537745,0,3
36.64817728,137.0265964,2,3
36.62877594,136.9620004,1,3
36.63446154,136.9524682,2,3
36.61885303,136.9243533,2,3
36.62422265,136.9437299,4,3
36.64792815,136.9616486,4,3
36.65236845,136.9651223,4,3
36.62235389,136.9748252,2,3
36.63467924,136.9583244,2,3
36.63807686,137.0475022,2,3
36.65350531,136.9660093,4,3
36.63417478,136.9638858,2,3
36.65176196,136.9918005,0,3
36.63577043,136.9411254,2,3
36.61470848,136.9901228,2,3
36.62240663,136.9598619,4,3
36.64153408,136.9469492,0,3
36.63758636,136.9556994,2,3
36.67544632,136.9362874,1,3
36.65153691,136.969309,2,3
36.649044,137.0212463,2,3
36.6150603,136.9790289,2,3
36.60946244,136.9559072,2,3
36.63693723,136.9657241,2,3
36.61507512,136.9868967,2,3
36.64526126,136.9485375,4,3
36.63717085,136.9593519,1,3
36.64337068,136.9533734,2,3
36.63132379,136.9524563,3,3
36.61877971,136.9358101,4,3
36.61837573,136.9406028,4,3
36.59368345,136.9966173,2,3
36.63368499,136.9551798,0,3
36.65269197,136.9796462,2,3
36.64813365,136.9609872,2,3
36.67463431,136.9493071,1,3
36.62949299,136.9525849,2,3
36.6323978,136.9524798,2,3
36.63973992,136.9590967,4,3
36.61073724,136.958534,2,3
36.60921685,136.9560032,2,3
36.63071243,136.930935,2,3
36.6121531,136.9362967,4,3
36.62744997,136.9567098,0,3
36.63999234,136.9471778,2,3
36.58946871,136.9865141,0,3
36.63773213,137.0297614,4,3
36.650424,136.9278571,3,3
